Datetime,Tweet Id,Text,Username
2022-03-27 15:24:56+00:00,1.51E+18,"Through his work, Mupattam Sri Narayanan ji has illustrated what compassion towards birds truly means. #MannKiBaat https://t.co/PJSFJiSdsY",narendramodi
2022-03-27 15:06:40+00:00,1.51E+18,"A Mela on India’s western coast is a great instance of India’s culture vibrancy, diversity and spirit of unity. #MannKiBaat https://t.co/mqQ2JfeQBV",narendramodi
2022-03-27 15:06:10+00:00,1.51E+18,"Just as our children made cleanliness a movement, they can help save water by becoming a 'Water Warrior'. #MannKiBaat https://t.co/7MlueLmLQM",narendramodi
2022-03-27 15:05:43+00:00,1.51E+18,"Rahul Maharana ji of Puri and Chandrakishore ji of Nashik are two such Swachhagrahis, who have set an example in front of the countrymen regarding cleanliness. #MannKiBaat https://t.co/GAgK2TZH5M",narendramodi
2022-03-27 14:11:22+00:00,1.51E+18,Congratulations to @Pvsindhu1 on winning the Swiss Open 2022. Her accomplishments inspire the youth of India. Best wishes to her for her future endeavours.,narendramodi
2022-03-27 10:17:00+00:00,1.51E+18,"During #MannKiBaat, paid tributes to Mahatma Phule, Savitribai Phule, Dr. Babasaheb Ambedkar and recalled their contributions to our society. https://t.co/DcyvDbdSJd",narendramodi
2022-03-27 10:16:08+00:00,1.51E+18,"I call upon more start-ups to focus on Ayush related themes. To those who are already in this field, I assure continuous support. I also request them to put content in all UN recognised languages to ensure maximum reach. #MannKiBaat @moayush",narendramodi
2022-03-27 10:15:04+00:00,1.51E+18,"At a time when the world is looking at Indian traditions for guidance on fitness and well-being, our Ayush sector has risen to the occasion with a jump in exports and a growth in start-ups in this sector. #MannKiBaat https://t.co/r4rkpgafSa",narendramodi
2022-03-27 10:14:36+00:00,1.51E+18,The entire nation is inspired by Swami Sivananda Ji. His life and exemplary work gives important lessons in health and fitness. #MannKiBaat https://t.co/cI1wSV6g3e,narendramodi
2022-03-27 10:13:00+00:00,1.51E+18,The special milestone achieved by @GeM_India of crossing order values of Rs. 1 Lakh Crore in a year illustrates a paradigm shift. Gone are the days when only a select few could do business with the Government. A new culture of openness and enterprise has been set. #MannKiBaat https://t.co/0A5kXOSaoh,narendramodi
2022-03-27 10:12:21+00:00,1.51E+18,India’s ambitions are soaring high and so is the determination to fulfil them…a prime example is our nation achieving the target of $400 Billion of goods exports. @makeinindia is a trusted brand and unique products are reaching new destinations. #MannKiBaat https://t.co/5rIOUK16J5,narendramodi
2022-03-27 08:55:12+00:00,1.51E+18,Addressing the Ahimsa Yatra Sampannata Samaroh Karyakram. https://t.co/Vq5SMTXsvV,narendramodi
2022-03-27 05:30:21+00:00,1.51E+18,Tune into this month's #MannKiBaat. https://t.co/K0Y33TlDRo,narendramodi
2022-03-27 02:05:15+00:00,1.51E+18,Tune in at 11 AM for this month’s #MannKiBaat. https://t.co/m8K1cWph1v,narendramodi
2022-03-26 13:39:08+00:00,1.51E+18,"The strength of India lies in the power of every citizen of the country. To further strengthen this power, the government has decided to continue the Pradhan Mantri Garib Kalyan Anna Yojana for another six months till September 2022. More than 80 crore people of the country will be able to take advantage of this as before. https://t.co/gasprUJIhK",narendramodi
2022-03-26 06:44:41+00:00,1.51E+18,"Pariksha Pe Charcha is interactive, light hearted and gives us all the opportunity to talk about different aspects of exams, studies, life and more… https://t.co/fkXVRY7GNB",narendramodi
2022-03-26 05:47:37+00:00,1.51E+18,"Let’s talk stress free exams yet again! Calling upon the dynamic #ExamWarriors, their parents and teachers to join this year’s Pariksha Pe Charcha on the 1st of April. https://t.co/JKilmHbXR3",narendramodi
2022-03-26 02:56:43+00:00,1.51E+18,Traditional medicines and wellness practices from India are very popular globally. This @WHO Centre will go a long way in enhancing wellness in our society. https://t.co/fnR4ZHS3RD,narendramodi
2022-03-26 02:54:25+00:00,1.51E+18,India is honoured to be home to a state-of-the-art @WHO Global Centre for Traditional Medicine. This Centre will contribute towards making a healthier planet and leveraging our rich traditional practices for global good. https://t.co/w59eeIKR5g,narendramodi
2022-03-26 02:53:27+00:00,1.51E+18,Yoga is uniting the world in pursuit of good health and wellness. A great effort by @IndEmbDoha of bringing together people from several nations for practising Yoga. https://t.co/nC7L9pOjLV,narendramodi
2022-03-25 12:26:46+00:00,1.51E+18,"Hearty congratulations to @myogiadityanath ji and his cabinet on taking oath as the Chief Minister of Uttar Pradesh. The development journey of the state has marked several important milestones in the last 5 years. I am sure that under your leadership, the state will write another new chapter of progress by fulfilling the aspirations of the people. https://t.co/b3hcLMQsMJ",narendramodi
2022-03-25 06:28:27+00:00,1.51E+18,"Here is a concise booklet that showcases the interesting aspects of last month’s #MannKiBaat episode including interviews with some of those who were featured. 

Looking forward to your joining this month’s programme at 11 AM on the 27th. https://t.co/e9WJ828nlz",narendramodi
2022-03-24 17:21:21+00:00,1.51E+18,"Had a productive meeting with members of the Sikh community. We had extensive discussions on various subjects.  
https://t.co/3uXeVRUugS",narendramodi
2022-03-24 08:05:13+00:00,1.51E+18,"I urge you all to see the painting of @aayush_kundal. Aayush has also created a YouTube channel for his painting, which contains different colors of his life. their channel link
https://t.co/8NSZ90UUCT",narendramodi
2022-03-24 08:04:51+00:00,1.51E+18,"Meeting @aayush_kundal today turned out to be an unforgettable moment for me. The way Aayush mastered the painting and shaped his emotions with his toes is going to inspire everyone. To keep getting inspired, I am following him on Twitter. https://t.co/hHskGAFQXW",narendramodi
2022-03-24 03:41:32+00:00,1.51E+18,"Happy to know that @GeM_India has achieved order value of Rs 1 Lakh Crore in a single year! This is a significant increase from previous years. The GeM platform is especially empowering MSMEs, with 57% of order value coming from MSME sector. https://t.co/ylzSezZsjG",narendramodi
2022-03-24 02:15:58+00:00,1.51E+18,Anguished by the passing away of former CJI Shri RC Lahoti Ji. He will be remembered for his contributions to the judiciary and emphasis on ensuring speedy justice to the underprivileged. Condolences to his family and well-wishers. Om Shanti.,narendramodi
2022-03-23 16:50:52+00:00,1.51E+18,The Biplobi Bharat Gallery is a fitting tribute to our freedom fighters. Do visit this gallery if possible! https://t.co/izzyXTBZLO,narendramodi
2022-03-23 16:50:14+00:00,1.51E+18,India’s freedom struggle is an excellent manifestation of ‘Ek Bharat Shreshtha Bharat.’ https://t.co/ABobUQAqI5,narendramodi
2022-03-23 16:49:20+00:00,1.51E+18,Moving towards a developed and prosperous India. https://t.co/oNAEbHLlcz,narendramodi
2022-03-23 16:48:35+00:00,1.51E+18,I also got to see the future of New India in three colors of the Tricolor while inaugurating the Biplobi Bharat Gallery… https://t.co/FBBhNuTHqv,narendramodi
2022-03-23 16:48:20+00:00,1.51E+18,"The legacy of the past gives direction to our present, inspires us to build a better future.

You will also remember the time when there were reports of theft of idols of ancient temples. But those heritage are now being brought back. https://t.co/2TDCCFkhzQ",narendramodi
2022-03-23 16:48:02+00:00,1.51E+18,"On Martyrs' Day, the country is paying tribute to the heroes and heroines who contributed for the freedom.

On this occasion, in this historical period of Amrit Mahotsav, today a beautiful pearl is attached to the Heritage of West Bengal in the form of Biplobi Bharat Gallery. https://t.co/zGdQ3vxkS4",narendramodi
2022-03-23 12:53:56+00:00,1.51E+18,Inaugurating Biplobi Bharat Gallery as a fitting tribute to the greats of the Indian freedom movement. https://t.co/Z8GU9bO9cK,narendramodi
2022-03-23 10:09:33+00:00,1.51E+18,"Many congratulations to @pushkardhami ji on taking oath as the Chief Minister of Uttarakhand. In the last 5 years, Devbhoomi has made rapid progress in every field. I am sure that you and all your ministers will give further impetus to it, setting a new paradigm of development according to the aspirations of the people.",narendramodi
2022-03-23 03:33:37+00:00,1.51E+18,"India set an ambitious target of $400 Billion of goods exports &amp; achieves this target for the first time ever. I congratulate our farmers, weavers, MSMEs, manufacturers, exporters for this success. 

This is a key milestone in our Aatmanirbhar Bharat journey. #LocalGoesGlobal https://t.co/zZIQgJuNeQ",narendramodi
2022-03-23 02:41:48+00:00,1.51E+18,"Birthday greetings to Union Minister Smt. @smritiirani Ji, who is assiduously spearheading the Government’s efforts to further women empowerment. May she be blessed with a long and healthy life.",narendramodi
2022-03-23 02:38:36+00:00,1.51E+18,Some interesting nuggets from the pages of history…a letter from Dr. Lohia to Lord Linlithgow and correspondence between Dr. Lohia’s father and him. https://t.co/rQnoE0EZHG,narendramodi
2022-03-23 02:34:35+00:00,1.51E+18,Remembering Dr. Ram Manohar Lohia on his birth anniversary. He was at the forefront of many historical events and played a key role in our freedom struggle. He is widely respected for his principled politics and intellectual prowess.,narendramodi
2022-03-23 02:32:34+00:00,1.51E+18,"Tributes to the immortal sons of Mother India, Veer Bhagat Singh, Sukhdev and Rajguru on Martyrs' Day. His passion to die for the motherland will always inspire the countrymen. Long live India!",narendramodi
2022-03-22 15:10:16+00:00,1.51E+18,"23rd March is a special day for us all as we observe Shaheed Diwas. At 6 PM tomorrow, will inaugurate the Biplobi Bharat Gallery at Victoria Memorial Hall, Kolkata via VC. It will showcase the contributions of those who devoted their lives for our freedom. https://t.co/DTu1bWR6mL https://t.co/q7LX72WuCi",narendramodi
2022-03-22 15:04:00+00:00,1.51E+18,"Exemplary efforts to draw more investment to Jammu and Kashmir, and ensure greater opportunities for the people. https://t.co/ooxWDsD79M",narendramodi
2022-03-22 04:50:07+00:00,1.51E+18,"Together, let’s further water conservation and contribute to a sustainable planet. Every drop saved helps our people and enhances our progress. https://t.co/NOqIzxinKL",narendramodi
2022-03-22 04:49:00+00:00,1.51E+18,"Jal Jeevan Mission is proving to be extremely effective in making the lives of mothers and sisters easier. With the participation of the people, the resolve to supply water from every door to door will be fulfilled. https://t.co/huzRH70p7U",narendramodi
2022-03-22 02:39:25+00:00,1.51E+18,"Happy Bihar Diwas to all the brothers and sisters of Bihar. I wish that this state, rich in historical and cultural heritage, continues to set new records of development.",narendramodi
2022-03-22 02:36:51+00:00,1.51E+18,"अद्भिः सर्वाणि भूतानि जीवन्ति प्रभवन्ति च।।

On World Water Day, let’s reaffirm our pledge to save every drop of water. Our nation is undertaking numerous measures like Jal Jeevan Mission to ensure water conservation and access to clean drinking water for our citizens. https://t.co/HWy0gjK5fV",narendramodi
2022-03-21 15:34:20+00:00,1.51E+18,Joined the ceremony in which Padma Awards were conferred on distinguished people from different walks of life. We take great pride in their accomplishments and contribution to society. https://t.co/9wyUcq6L8c,narendramodi
2022-03-21 12:50:09+00:00,1.51E+18,Deeply shocked and saddened to learn about the crash of the passenger flight MU5735 with 132 on board in China’s Guangxi. Our thoughts and prayers are with the victims of the crash and their family members.,narendramodi
2022-03-21 11:16:56+00:00,1.51E+18,Congratulations to Shri @NBirenSingh Ji on being sworn-in as the Chief Minister of Manipur. I am confident his team and he would take Manipur to newer heights of progress and continue the good work done in the last five years.,narendramodi
2022-03-21 07:05:37+00:00,1.51E+18,My remarks at the India-Australia virtual summit with PM @ScottMorrisonMP https://t.co/TLBmappqgI,narendramodi
2022-03-21 03:49:23+00:00,1.51E+18,"We mark Navroz with a prayer that the coming year brings with it joy and outstanding health in everyone’s lives. May all aspirations be fulfilled and may there be prosperity all around. 

Navroz Mubarak!",narendramodi
2022-03-20 18:15:14+00:00,1.51E+18,Proud of you @lakshya_sen! You’ve shown remarkable grit and tenacity. You put up a spirited fight. Best wishes for your future endeavours. I am confident you will keep scaling new heights of success.,narendramodi
2022-03-20 15:01:47+00:00,1.51E+18,Speaking at the Bhaav Vandana Parv. https://t.co/1gkXt5KTVj,narendramodi
2022-03-20 11:49:08+00:00,1.51E+18,This evening at 7:45 pm I will express my feelings in the program organized on the occasion of the release of Pujya Shastriji Maharaj's biography - 'Shri Dharmajivan Gatha'.,narendramodi
2022-03-19 16:55:29+00:00,1.51E+18,"Other issues discussed with Prime Minister Kishida were climate change, clean energy, infrastructure development and cultural cooperation. We also had a meeting with business leaders before that.",narendramodi
2022-03-19 16:55:28+00:00,1.51E+18,"Economic relations between India and Japan have been further strengthened. Japan is one of the largest investors in India. Based on the trends of the past few years, we aim for an investment target of 5 trillion yen over the next five years. This will bring great economic benefits.",narendramodi
2022-03-19 16:55:28+00:00,1.51E+18,The meeting with Prime Minister Kishida was broad and productive. He has always been a good friend of India. We have seen the development of bilateral relations over the past few years and discussed regional and global issues. https://t.co/KsjhJGR4Mu,narendramodi
2022-03-19 16:34:49+00:00,1.51E+18,"Some of the other subjects that were discussed during the talks with PM @kishida230 included climate change, clean energy, infrastructure development and cultural cooperation. We also met business leaders earlier in the day.",narendramodi
2022-03-19 16:34:48+00:00,1.51E+18,"Economic ties between India and Japan are getting more robust. Japan is among the top investors in India. Based on the trend of the last few years, we are aiming to reach an investment target of 5 trillion Yen in the coming 5 years. This will bring great economic opportunities.",narendramodi
2022-03-19 16:34:48+00:00,1.51E+18,The talks with PM @kishida230 were extensive and productive. He has always been a great friend of India’s. We took stock of the progress in our bilateral relations over the last few years. We also discussed various regional and global issues. https://t.co/FaP3xP5o9u,narendramodi
2022-03-19 14:11:06+00:00,1.51E+18,Addressing the joint press meet with PM @kishida230. https://t.co/FJWELr32MZ,narendramodi
2022-03-19 13:56:18+00:00,1.51E+18,Boosting business linkages with Japan. Watch. https://t.co/XwUcS08DoN,narendramodi
2022-03-18 05:36:00+00:00,1.50E+18,Delighted to take part in centenary celebrations of @mathrubhumi. https://t.co/JRBeRyPzwO,narendramodi
2022-03-18 01:38:44+00:00,1.50E+18,"Wishing you all a very Happy Holi. May this festival of colors, a symbol of mutual love, affection and brotherhood, bring every color of happiness in your life.",narendramodi
2022-03-17 15:40:04+00:00,1.50E+18,Tomorrow I will attend the start of @mathrubhumi's centenary celebrations on March 18 at 11 am. https://t.co/zEYmAVAePz,narendramodi
2022-03-17 14:57:50+00:00,1.50E+18,"At 11 AM tomorrow, 18th March, I will participate in the start of the centenary celebrations of @mathrubhumi. https://t.co/zEYmAVAePz",narendramodi
2022-03-17 09:48:24+00:00,1.50E+18,It was a pleasure to speak with President-elect @sukyeol__yoon.  Conveyed my congratulations on his recent victory in the Presidential elections in Republic of Korea. We discussed the potential of further deepening the India-Korea Special Strategic Partnership in many areas.,narendramodi
2022-03-17 08:46:02+00:00,1.50E+18,Working of challenging tasks have their own satisfactions. Being in a comfort zone is the most boring place to be in. https://t.co/8FSRkZ9I9D,narendramodi
2022-03-17 08:42:24+00:00,1.50E+18,I have given a task to the bright young officer trainees… https://t.co/Ye1756csP4,narendramodi
2022-03-17 08:42:02+00:00,1.50E+18,The spirit of ‘Sabka Prayas’ is vital in ensuring transformative changes in the lives of people. https://t.co/DOa6on2Pa5,narendramodi
2022-03-17 08:38:44+00:00,1.50E+18,A Mantra for the young officials at the start of their professional journey… https://t.co/tPY1OUk2jt,narendramodi
2022-03-17 08:38:23+00:00,1.50E+18,A sense of duty and sense purpose…this is what will keep motivating young officers to do their best. https://t.co/6aSVK3sptp,narendramodi
2022-03-17 08:37:56+00:00,1.50E+18,The Batch currently training at @LBSNAA_Official is a special batch. They embark on their administrative careers at a time when India is marking ‘Azadi Ka Amrit Mahotsav’ and when India is making great developmental strides. https://t.co/tkZRoxMfjD,narendramodi
2022-03-17 06:52:12+00:00,1.50E+18,Speaking at the Valedictory Function of 96th Common Foundation Course at LBSNAA. https://t.co/9HgMpmaxs8,narendramodi
2022-03-16 14:29:22+00:00,1.50E+18,Had a good meeting with Sri Lanka's Finance Minister @RealBRajapaksa. Glad to see our economic partnership strengthen and investments from India grow. https://t.co/HxXbs65LQy,narendramodi
2022-03-16 09:05:17+00:00,1.50E+18,Congratulations to Shri @BhagwantMann Ji on taking oath as Punjab CM. Will work together for the growth of Punjab and welfare of the state’s people.,narendramodi
2022-03-16 07:40:18+00:00,1.50E+18,Met Shri @NBirenSingh Ji and congratulated him on @BJP4Manipur’s stupendous victory in the recently concluded Assembly Polls. Our Party is committed to working even harder to fulfil the aspirations of the people of Manipur. https://t.co/tyV4dRQLnn,narendramodi
2022-04-05 04:33:50+00:00,1.51E+18,"Tributes to the pioneer of social justice, the eminent freedom fighter and former Deputy Prime Minister, Babu Jagjivan Ram ji, who was dedicated for life for the upliftment of the downtrodden and oppressed classes, on his birth anniversary.
... https://t.co/oRijEEi80G",SwamiPMaurya
2022-04-03 05:44:39+00:00,1.51E+18,"Hundreds of salutes and humble tributes to the founder of the Maratha Empire, the great warrior Veer Shiromani Chhatrapati Shivaji Maharaj on his death anniversary. https://t.co/oUiAlaAWRR",SwamiPMaurya
2022-04-02 14:54:28+00:00,1.51E+18,"On the occasion of Nazul, the first verse of the Quran, the holy book of Islam, congratulations on the holy month of Ramadan.
May this holy month of helping and doing good to the needy people of all religions by reducing their own needs bring immense happiness, peace and progress in your life.",SwamiPMaurya
2022-04-02 03:19:26+00:00,1.51E+18,Hearty congratulations and best wishes for the new year and Chaitra Navratri to all the state and countrymen.,SwamiPMaurya
2022-04-01 08:18:16+00:00,1.51E+18,"Greetings and best wishes to all the countrymen on the occasion of Pali Language Day. Pali language is the language in which Lord Buddha used to communicate. Today this language is on the way to become a world language.
Let us all take a pledge on this occasion to enrich the ancient and sacred ""Pali"" language.",SwamiPMaurya
2022-03-28 11:45:18+00:00,1.51E+18,"Miracle of BJP's victory.
The impact of inflation on the public.
... https://t.co/N5YnzTdeHY",SwamiPMaurya
2022-03-27 06:42:00+00:00,1.51E+18,Tathagata was present with the family members in the worship of Buddha and donation of food to the nephew. https://t.co/i0ZKr8uvXc,SwamiPMaurya
2022-03-27 05:15:21+00:00,1.51E+18,"Why do you get fever after talking about saving reservation, providing employment to the youth, talking about the rights of dalits-backward, laborers and farmers and stopping inflation. Anyway, the one with the name is infamous. I will continue to raise the demand, no matter how much you abuse. Congratulations on your abuse.
... https://t.co/HcOxj23Xdy",SwamiPMaurya
2022-03-26 07:30:18+00:00,1.51E+18,"Hearty congratulations and best wishes to the National President of Samajwadi Party, Shri Akhilesh Yadav ji on being elected the leader of the SP Legislature Party.
... https://t.co/c73RcmSc5g",SwamiPMaurya
2022-03-25 05:00:40+00:00,1.51E+18,"Another incident of police brutality in village Deoria of Police Station Badlapur, Jaunpur district, in which shaming humanity, Dalit women were brutally beaten up and skinned. Dalit women narrating the incident. https://t.co/LmvPXnseE9",SwamiPMaurya
2022-03-23 05:16:36+00:00,1.51E+18,"Tributes to the prominent leader of the Indian freedom struggle, a prolific socialist thinker, synonymous with progressive ideology, Dr. Ram Manohar Lohia ji on his birth anniversary.
His idealistic life dedicated to the society will always inspire all of us. https://t.co/JnbMPJHq3O",SwamiPMaurya
2022-03-23 02:53:45+00:00,1.51E+18,"Tributes to the immortal martyrs ""Shaheed-e-Azam"" Bhagat Singh, Sukhdev Thapar and Shivram Rajguru, who made supreme sacrifice for the defense and freedom of the motherland, on their martyrdom day.

The immortal sacrifice of all of you for the country will always inspire the coming generations to sacrifice and surrender. https://t.co/ZoWybHhoDc",SwamiPMaurya
2022-03-22 08:02:07+00:00,1.51E+18,"Water is life.
Wishing you a very Happy World Water Day. https://t.co/2pmsmA9OjW",SwamiPMaurya
2022-03-21 13:56:31+00:00,1.51E+18,https://t.co/1enlOiQZPz,SwamiPMaurya
2022-03-21 13:56:13+00:00,1.51E+18,"The orgy of the goondaraj of BJP workers was seen in Etah, Farrukhabad and other districts. Somewhere the pamphlets of the SP candidates of the Legislative Council are being snatched and torn, while at some places the SP candidates are being beaten up. When will the Election Commission take cognizance? https://t.co/NwTAqOSsMG",SwamiPMaurya
2022-03-21 13:31:10+00:00,1.51E+18,"After the nomination of Samajwadi Party's Deoria-Kushinagar local body candidate Dr. Kafeel Khan ji, addressed the workers present in the Samvardhi Smriti lawn. https://t.co/uirys4UyAb",SwamiPMaurya
2022-03-20 16:03:28+00:00,1.51E+18,My heart is not so weak that I will have a heart attack because of the fear of cowards. People spreading such false news please don't show cowardice. I am completely healthy and still meeting the workers at the residence. https://t.co/5O0rxbk5kY,SwamiPMaurya
2022-03-18 06:21:49+00:00,1.50E+18,"Many many congratulations to all the people of the state on the auspicious night of ""Shab-e-Barat"", praying for the fortune and betterment of the nation and the nation through worship, recitation and Sakhawat. https://t.co/MKxfUTW3k5",SwamiPMaurya
2022-03-18 01:50:15+00:00,1.50E+18,"Many congratulations and best wishes to all the people of the state on the auspicious occasion of ""Holi"", a symbol of mutual harmony, religious harmony and brotherhood between Rang-Gulal-Abir and Hindu-Muslim, Sikh-Christian and rich and poor. https://t.co/8jTxR75XW5",SwamiPMaurya
2022-03-17 12:15:45+00:00,1.50E+18,"Holika Dahan has been happening since a long time. E.V.M. When will the Election Commission burn the killers of democracy by playing with and tampering, defeating the SP who won 304 seats in ballot paper voting, converting victory into defeat and defeat into victory.",SwamiPMaurya
2022-03-17 10:35:52+00:00,1.50E+18,"Since 1990, in Pakistan Occupied Kashmir, the incident of desecration and torture of Kashmiri Muslims, Pandits and Sardars was going on continuously, for this all the previous central governments have been responsible, even Atal Bihari Vajpayee, who was the Prime Minister for three times. as well. https://t.co/H0fvfAp8zx",SwamiPMaurya
2022-03-17 07:22:27+00:00,1.50E+18,"The film The Kashmir Files only depicts the persecution of Kashmiri Pandits, whereas in Pakistan Occupied Kashmir, Kashmiri Muslims, Pandits and Sardars alike were ravaged and harassed. Show full view. Showing an incomplete film will end mutual harmony and brotherhood.",SwamiPMaurya
2022-03-16 10:04:23+00:00,1.50E+18,"It is very sad that three youths of district Kushinagar died in an accident in a collision between an unknown dumper and a car on Shaheed Path in Lucknow this morning.
In this time of grief, I express my condolences to the families of the deceased.",SwamiPMaurya
2022-03-15 05:59:56+00:00,1.50E+18,"The one who creates hunger for respect and self-respect in the country's underprivileged-neglected, oppressed-oppressed and dalits-backward and gives a share in the rule of power, the great hero of the social change movement and the messiah of Bahujan Samaj, Ma. Kotish: Salute on the occasion of birth anniversary of Kanshi Ram. https://t.co/0tQCFO8dtf",SwamiPMaurya
2022-03-14 07:26:07+00:00,1.50E+18,"In the ballot paper voting, Samajwadi Party has won 304 seats, while BJP only 99. But BJP won the election in EVM count, it means some big game has happened.",SwamiPMaurya
2022-03-10 10:53:11+00:00,1.50E+18,"Congratulations to all the winning candidates.
I respect the mandate.
I have lost the election, do not dare.
The campaign of struggle will continue.",SwamiPMaurya
2022-03-08 17:07:57+00:00,1.50E+18,"The exit polls, sponsored by the BJP, are a malafide attempt by the Yogi government to justify the manipulation of EVM machines. https://t.co/N3FAMghX3k",SwamiPMaurya
2022-03-08 15:39:38+00:00,1.50E+18,"Waiting for 10th March
SP beyond 300
Akhilesh's government will be formed
BJP will be clean
Thanks to the voters of the state.",SwamiPMaurya
2022-03-08 14:42:38+00:00,1.50E+18,"In Sultanpur, Bareilly, Vidhan Sabha Ghoraval, Sonbhadra and Vidhan Sabha Shivpur, Varanasi theft of Yogi government was exposed by rigging EVM machines. https://t.co/27dgt8eK4O",SwamiPMaurya
